openrouter_id,display_name,is_active,description,context_length,input_price_usd_million,output_price_usd_million,is_multimodal,cost_band,is_free,supports_reasoning,supports_pdf,current_elo_score,created_at,updated_at,matched_lmsys_model,matched_elo_score,match_confidence,match_reasoning,lmsys_rank,lmsys_organization,has_elo_match
arcee-ai/coder-large,Arcee AI: Coder Large,YES,"Coder‑Large is a 32 B‑parameter offspring of Qwen 2.5‑Instruct that has been further trained on permissively‑licensed GitHub, CodeSearchNet and synthetic bug‑fix corpora. It supports a 32k context window, enabling multi‑file refactoring or long diff review in a single call, and understands 30‑plus programming languages with special attention to TypeScript, Go and Terraform. Internal benchmarks show 5–8 pt gains over CodeLlama‑34 B‑Python on HumanEval and competitive BugFix scores thanks to a reinforcement pass that rewards compilable output. The model emits structured explanations alongside code blocks by default, making it suitable for educational tooling as well as production copilot scenarios. Cost‑wise, Together AI prices it well below proprietary incumbents, so teams can scale interactive coding without runaway spend. ",32768,1.0,1.5999999999999999,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:03.629810,,,,No confident match found,,,NO
arcee-ai/maestro-reasoning,Arcee AI: Maestro Reasoning,YES,"Maestro Reasoning is Arcee's flagship analysis model: a 32 B‑parameter derivative of Qwen 2.5‑32 B tuned with DPO and chain‑of‑thought RL for step‑by‑step logic. Compared to the earlier 7 B preview, the production 32 B release widens the context window to 128 k tokens and doubles pass‑rate on MATH and GSM‑8K, while also lifting code completion accuracy. Its instruction style encourages structured ""thought → answer"" traces that can be parsed or hidden according to user preference. That transparency pairs well with audit‑focused industries like finance or healthcare where seeing the reasoning path matters. In Arcee Conductor, Maestro is automatically selected for complex, multi‑constraint queries that smaller SLMs bounce. ",131072,1.7999999999999998,6.6000000000000005,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:03.129776,,,,No confident match found,,,NO
arcee-ai/spotlight,Arcee AI: Spotlight,YES,"Spotlight is a 7‑billion‑parameter vision‑language model derived from Qwen 2.5‑VL and fine‑tuned by Arcee AI for tight image‑text grounding tasks. It offers a 32 k‑token context window, enabling rich multimodal conversations that combine lengthy documents with one or more images. Training emphasized fast inference on consumer GPUs while retaining strong captioning, visual‐question‑answering, and diagram‑analysis accuracy. As a result, Spotlight slots neatly into agent workflows where screenshots, charts or UI mock‑ups need to be interpreted on the fly. Early benchmarks show it matching or out‑scoring larger VLMs such as LLaVA‑1.6 13 B on popular VQA and POPE alignment tests. ",131072,0.36,0.36,YES,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:02.929882,,,,No confident match found,,,NO
arcee-ai/virtuoso-large,Arcee AI: Virtuoso Large,YES,"Virtuoso‑Large is Arcee's top‑tier general‑purpose LLM at 72 B parameters, tuned to tackle cross‑domain reasoning, creative writing and enterprise QA. Unlike many 70 B peers, it retains the 128 k context inherited from Qwen 2.5, letting it ingest books, codebases or financial filings wholesale. Training blended DeepSeek R1 distillation, multi‑epoch supervised fine‑tuning and a final DPO/RLHF alignment stage, yielding strong performance on BIG‑Bench‑Hard, GSM‑8K and long‑context Needle‑In‑Haystack tests. Enterprises use Virtuoso‑Large as the ""fallback"" brain in Conductor pipelines when other SLMs flag low confidence. Despite its size, aggressive KV‑cache optimizations keep first‑token latency in the low‑second range on 8× H100 nodes, making it a practical production‑grade powerhouse.",131072,1.5,2.4,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:03.329789,,,,No confident match found,,,NO
arcee-ai/virtuoso-medium-v2,Arcee AI: Virtuoso Medium V2,YES,"Virtuoso‑Medium‑v2 is a 32 B model distilled from DeepSeek‑v3 logits and merged back onto a Qwen 2.5 backbone, yielding a sharper, more factual successor to the original Virtuoso Medium. The team harvested ~1.1 B logit tokens and applied ""fusion‑merging"" plus DPO alignment, which pushed scores past Arcee‑Nova 2024 and many 40 B‑plus peers on MMLU‑Pro, MATH and HumanEval. With a 128 k context and aggressive quantization options (from BF16 down to 4‑bit GGUF), it balances capability with deployability on single‑GPU nodes. Typical use cases include enterprise chat assistants, technical writing aids and medium‑complexity code drafting where Virtuoso‑Large would be overkill. ",131072,1.0,1.5999999999999999,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:03.829834,,,,No confident match found,,,NO
arliai/qwq-32b-arliai-rpr-v1:free,ArliAI: QwQ 32B RpR v1 (free),YES,"QwQ-32B-ArliAI-RpR-v1 is a 32B parameter model fine-tuned from Qwen/QwQ-32B using a curated creative writing and roleplay dataset originally developed for the RPMax series. It is designed to maintain coherence and reasoning across long multi-turn conversations by introducing explicit reasoning steps per dialogue turn, generated and refined using the base model itself.

The model was trained using RS-QLORA+ on 8K sequence lengths and supports up to 128K context windows (with practical performance around 32K). It is optimized for creative roleplay and dialogue generation, with an emphasis on minimizing cross-context repetition while preserving stylistic diversity.",32768,,,NO,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:14.929761,QwQ-32B-Preview,1149,76.0%,Exact variant match; Same model family,115,Alibaba,YES
cognitivecomputations/dolphin-mixtral-8x22b,Dolphin 2.9.2 Mixtral 8x22B 🐬,YES,"Dolphin 2.9 is designed for instruction following, conversational, and coding. This model is a finetune of [Mixtral 8x22B Instruct](/models/mistralai/mixtral-8x22b-instruct). It features a 64k context length and was fine-tuned with a 16k sequence length using ChatML templates.

This model is a successor to [Dolphin Mixtral 8x7B](/models/cognitivecomputations/dolphin-mixtral-8x7b).

The model is uncensored and is stripped of alignment and bias. It requires an external alignment layer for ethical use. Users are cautioned to use this highly compliant model responsibly, as detailed in a blog post about uncensored models at [erichartford.com/uncensored-models](https://erichartford.com/uncensored-models).

#moe #uncensored",16000,1.7999999999999998,1.7999999999999998,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:05.475044,Mixtral-8x22b-Instruct-v0.1,1144,72.87%,Exact variant match; Same model family,121,Mistral,YES
cognitivecomputations/dolphin3.0-mistral-24b:free,Dolphin3.0 Mistral 24B (free),YES,"Dolphin 3.0 is the next generation of the Dolphin series of instruct-tuned models.  Designed to be the ultimate general purpose local model, enabling coding, math, agentic, function calling, and general use cases.

Dolphin aims to be a general purpose instruct model, similar to the models behind ChatGPT, Claude, Gemini. 

Part of the [Dolphin 3.0 Collection](https://huggingface.co/collections/cognitivecomputations/dolphin-30-677ab47f73d7ff66743979a3) Curated and trained by [Eric Hartford](https://huggingface.co/ehartford), [Ben Gitter](https://huggingface.co/bigstorm), [BlouseJury](https://huggingface.co/BlouseJury) and [Cognitive Computations](https://huggingface.co/cognitivecomputations)",32768,,,NO,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:29.629875,Dolphin-2.2.1-Mistral-7B,1059,71.58%,Exact variant match; Same model family,153,Cognitive Computations,YES
cognitivecomputations/dolphin3.0-r1-mistral-24b:free,Dolphin3.0 R1 Mistral 24B (free),YES,"Dolphin 3.0 R1 is the next generation of the Dolphin series of instruct-tuned models.  Designed to be the ultimate general purpose local model, enabling coding, math, agentic, function calling, and general use cases.

The R1 version has been trained for 3 epochs to reason using 800k reasoning traces from the Dolphin-R1 dataset.

Dolphin aims to be a general purpose reasoning instruct model, similar to the models behind ChatGPT, Claude, Gemini.

Part of the [Dolphin 3.0 Collection](https://huggingface.co/collections/cognitivecomputations/dolphin-30-677ab47f73d7ff66743979a3) Curated and trained by [Eric Hartford](https://huggingface.co/ehartford), [Ben Gitter](https://huggingface.co/bigstorm), [BlouseJury](https://huggingface.co/BlouseJury) and [Cognitive Computations](https://huggingface.co/cognitivecomputations)",32768,,,NO,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:29.429863,,,,No confident match found,,,NO
cohere/command,Cohere: Command,YES,"Command is an instruction-following conversational model that performs language tasks with high quality, more reliably and with a longer context than our base generative models.

Use of this model is subject to Cohere's [Usage Policy](https://docs.cohere.com/docs/usage-policy) and [SaaS Agreement](https://cohere.com/saas-agreement).",4096,2.0,4.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:14.429775,,,,No confident match found,,,NO
cohere/command-a,Cohere: Command A,YES,"Command A is an open-weights 111B parameter model with a 256k context window focused on delivering great performance across agentic, multilingual, and coding use cases.
Compared to other leading proprietary and open-weights models Command A delivers maximum performance with minimum hardware costs, excelling on business-critical agentic and multilingual tasks.",256000,5.0,20.0,NO,$$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:23.529814,,,,No confident match found,,,NO
cohere/command-r,Cohere: Command R,YES,"Command-R is a 35B parameter model that performs conversational language tasks at a higher quality, more reliably, and with a longer context than previous models. It can be used for complex workflows like code generation, retrieval augmented generation (RAG), tool use, and agents.

Read the launch post [here](https://txt.cohere.com/command-r/).

Use of this model is subject to Cohere's [Usage Policy](https://docs.cohere.com/docs/usage-policy) and [SaaS Agreement](https://cohere.com/saas-agreement).",128000,1.0,3.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:14.629832,,,,No confident match found,,,NO
cohere/command-r-03-2024,Cohere: Command R (03-2024),YES,"Command-R is a 35B parameter model that performs conversational language tasks at a higher quality, more reliably, and with a longer context than previous models. It can be used for complex workflows like code generation, retrieval augmented generation (RAG), tool use, and agents.

Read the launch post [here](https://txt.cohere.com/command-r/).

Use of this model is subject to Cohere's [Usage Policy](https://docs.cohere.com/docs/usage-policy) and [SaaS Agreement](https://cohere.com/saas-agreement).",128000,1.0,3.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:16.529830,,,,No confident match found,,,NO
cohere/command-r-08-2024,Cohere: Command R (08-2024),YES,"command-r-08-2024 is an update of the [Command R](/models/cohere/command-r) with improved performance for multilingual retrieval-augmented generation (RAG) and tool use. More broadly, it is better at math, code and reasoning and is competitive with the previous version of the larger Command R+ model.

Read the launch post [here](https://docs.cohere.com/changelog/command-gets-refreshed).

Use of this model is subject to Cohere's [Usage Policy](https://docs.cohere.com/docs/usage-policy) and [SaaS Agreement](https://cohere.com/saas-agreement).",128000,0.3,1.2,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:56.229823,Command R (08-2024),1176,73.09%,Exact variant match; Same model family,106,Cohere,YES
cohere/command-r-plus,Cohere: Command R+,YES,"Command R+ is a new, 104B-parameter LLM from Cohere. It's useful for roleplay, general consumer usecases, and Retrieval Augmented Generation (RAG).

It offers multilingual support for ten key languages to facilitate global business operations. See benchmarks and the launch post [here](https://txt.cohere.com/command-r-plus-microsoft-azure/).

Use of this model is subject to Cohere's [Usage Policy](https://docs.cohere.com/docs/usage-policy) and [SaaS Agreement](https://cohere.com/saas-agreement).",128000,6.0,30.0,NO,$$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:13.729778,,,,No confident match found,,,NO
cohere/command-r-plus-04-2024,Cohere: Command R+ (04-2024),YES,"Command R+ is a new, 104B-parameter LLM from Cohere. It's useful for roleplay, general consumer usecases, and Retrieval Augmented Generation (RAG).

It offers multilingual support for ten key languages to facilitate global business operations. See benchmarks and the launch post [here](https://txt.cohere.com/command-r-plus-microsoft-azure/).

Use of this model is subject to Cohere's [Usage Policy](https://docs.cohere.com/docs/usage-policy) and [SaaS Agreement](https://cohere.com/saas-agreement).",128000,6.0,30.0,NO,$$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:13.929855,Command R+ (04-2024),1186,74.0%,Exact variant match; Same model family,102,Cohere,YES
